Código Árvore,Espécie,Espécie - Caesalpinia ferrea var. leiostachya - One-Hot,Espécie - Caesalpinia peltophoroides - One-Hot,Espécie - Holocalyx balansae - One-Hot,Espécie - Jacaranda mimosaefolia - One-Hot,Espécie - Ligustrum lucidum - One-Hot,Espécie - Tibouchina granulosa - One-Hot,Espécie - Tipuana tipu - One-Hot,Diâmetro Altura do Peito (m),Altura da Primeira Ramificação (m),Altura da Árvore (m),Altura da Copa (m),Largura da Copa (m),Excentricidade (m),Ângulo (°),Densidade,Formato da Copa,Presença de Interferência - Tronco,Presença de Interferência - Raiz,Presença de Fendas - Tronco,Presença Broca,Fungo - Tipo de Ataque,Fungo - Corpo de Frutificação,Cupim-Subterrâneo - Tipo de Ataque,Cupim-Madeira-Seca - Tipo de Ataque,Cupim-de-Solo - Tipo de Ataque,Levantamento do Pavimento,Área Permeável Insuficiente,Injúria Mecânica - Raiz,Injúria Mecânica - Colo,Injúria Mecânica - Tronco,Injúria Mecânica - Copa,Raiz Exposta - Raiz,Raiz Cortada - Raiz,Raiz Dobrada/Enovelada - Raiz,Colo Soterrado - Colo,Casca Inclusa - Tronco,Protuberância - Tronco,Epífitas - Copa,Presença de Poda,Erva de Passarinho - Copa,Fios de Ovos - Copa,Figueira Mata Pau - Copa,Dano Aparente - Colo,Presença de Formiga - Colo,Copa Desequilibrada,Porcentagem da Área (%) com Deterioração - Colo,Raio/PS média - Colo,Nível de Deterioração - Colo - 2 Classes,Nível de Deterioração - Colo - 3 Classes,Risco de Queda
000574-36,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.503,3.286,14.555,11.269,9.469,3.3653707915192506,13.019,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27.3315712634292,2.09554008404329,1.0,1.0,2.0
000574-37,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49,3.869,8.372,4.503,5.492000000000001,0.2617843363402267,1.791,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
000574-38,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.621,2.963,10.447,7.484000000000001,8.283999999999999,1.2818049005089598,6.995,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
000574-40,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.754,3.04,14.487,11.447,11.556,1.5456563853743086,6.09,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
000574-46,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,2.897,13.227,10.33,13.78,1.5095987138019007,6.511,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.154298346050696,1.6374255785951102,1.0,1.0,0.0
000574-47,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.884,1.942,14.613,12.671,15.175,0.2234367982842417,0.8759999999999999,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.077660162568307,2.08490566037736,1.0,1.0,2.0
000574-48,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7959999999999999,3.411,15.356,11.945,13.417,0.4997521081750358,1.864,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.777163636520704,2.59491755041134,1.0,1.0,2.0
000574-49,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.742,2.551,11.614,9.063,10.385,1.9998241925823856,9.77,0.63,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,46.4845465934381,3.14263574071285,1.0,2.0,2.0
000574-51,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,3.985,9.463,5.478,5.8,0.7500723581364294,4.532,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
000574-52,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.914,3.45,13.708,10.258,11.014,1.385881782176683,5.773,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,31.60096603737,2.2838734333687003,1.0,1.0,0.0
002712-15,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.611,2.92,11.319,8.399000000000001,9.616,3.115434196726962,15.389,0.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
002712-16,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.754,1.941,12.675,10.734000000000002,12.209,2.0751565472099087,9.298,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.439373519391296,3.5362238918230497,1.0,2.0,2.0
002712-17,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716,3.557,14.192,10.635,9.457,1.980412448215952,7.944,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.000239525112704,3.2554420177887704,1.0,2.0,2.0
002712-24,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7929999999999999,2.872,16.980999999999998,14.108999999999998,14.909,1.6108587092782027,5.419,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,49.7881399498785,3.39682121398988,1.0,2.0,2.0
002712-25,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.847,3.129,13.464,10.335,11.071,1.8098766900716297,7.6560000000000015,0.63,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6256498454539,3.73546013492154,1.0,2.0,2.0
002712-36,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.742,2.903,12.698,9.795,11.647,0.1187928083311042,0.536,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.3943039031322,1.64569978137921,1.0,1.0,0.0
032743-1,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.382,3.014,10.59,7.576,8.002,1.9403809279604087,10.383,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-12,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.493,3.4210000000000003,13.467,10.046,11.505999999999998,2.7083308538348416,11.371,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-13,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.442,3.149,11.659,8.510000000000002,12.001,3.1065783313676323,14.92,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-14,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.465,3.665,11.903,8.238,10.934,1.528399250946986,7.317,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-15,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3979999999999999,3.554,9.754,6.199999999999999,8.979,3.516849202016989,19.827,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
032743-16,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,3.653,11.495,7.841999999999999,9.995,1.786710879535907,8.835,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-17,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.525,3.248,12.501,9.253,11.671,1.4736177046713208,6.723,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098452339569297,1.01002175423703,0.0,0.0,0.0
032743-18,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5379999999999999,3.184,12.262,9.078,11.087,0.9090720906711276,4.24,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0218058410155519,1.01498812764265,0.0,0.0,0.0
032743-19,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.318,2.428,8.619,6.191,7.659,3.77683993738304,23.663,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
032743-2,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.446,4.452,12.515,8.063,7.717,3.5053197358895627,15.647,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
032743-20,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.532,3.798,11.548,7.75,8.677,2.1179962652085984,10.393,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
032743-3,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6779999999999999,3.692,15.172,11.48,12.456,3.5680603355486125,13.234000000000002,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-4,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395,2.877,12.16,9.283,7.047999999999999,1.5417716595539457,7.226,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-5,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4970000000000001,2.443,13.21,10.767,11.499,1.1908141516413244,5.151,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-6,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.573,2.7110000000000003,13.162,10.451,10.585,1.0155337136372558,4.412,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
032743-7,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.487,4.0360000000000005,12.588,8.552,10.023,1.2575589001203944,5.705,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.16344653602417,1.36546016596598,0.0,0.0,0.0
044202-18,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.77,2.826,13.217,10.391,11.322,2.361208887337962,10.129,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8167232999989,6.081394141300841,1.0,2.0,2.0
044202-19,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.618,2.93,12.359000000000002,9.429000000000002,10.894,0.5275035855497341,2.444,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.51152636008649,10.2920196532759,1.0,2.0,2.0
044202-24,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.614,3.542,14.375,10.833,14.37,0.6414519521663669,2.555,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.302853383274,2.09433436477744,1.0,1.0,2.0
055700-3,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.583,3.796,14.039,10.243000000000002,10.928,1.9875471009946333,8.058,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.72849139545,2.64775950780153,1.0,1.0,2.0
055700-4,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.742,3.196,14.669,11.473,10.83,4.68993943387639,17.73,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6719049242175,4.0454292807721695,1.0,2.0,2.0
055700-5,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.602,3.6010000000000004,14.499,10.898,9.607,3.1093750282694748,12.104,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.9090840226289,1.76942848496284,1.0,1.0,0.0
055700-6,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.532,4.5310000000000015,11.83,7.298999999999999,6.9060000000000015,2.08679975997587,10.004,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4057528737638485,1.26566073792126,0.0,0.0,0.0
055700-7,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.551,3.859,13.349,9.49,10.15,2.466380119894441,10.468,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6196646469442,2.4294533960204,1.0,1.0,2.0
055700-8,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49,3.64,9.324,5.683999999999999,8.09,2.737484170926288,16.362000000000002,0.63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.7690016714329,1.4884531115072,0.0,0.0,0.0
063568-2,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.474,3.576,13.34,9.764,10.398,4.001938018047814,16.699,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.67805348058529,1.19566822793407,0.0,0.0,0.0
134465-21,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.56,3.507,14.169,10.662,9.251,5.309131587694891,20.541,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.718997318836003,2.15471307570566,1.0,1.0,2.0
134465-22,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.344,5.385,13.811,8.426,7.7879999999999985,1.8764030504869984,7.737,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134465-23,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.484,2.999,13.724,10.725,12.462,2.4745306490328005,10.221,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151246-10,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,3.05,14.059,11.009,8.567,0.3487505759418176,1.421,0.63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.2109616731931,5.9499463340508605,1.0,2.0,2.0
151246-14,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.251,2.329,6.962999999999999,4.633999999999999,5.473,1.5431499432273013,12.496,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
151246-2,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.611,3.13,16.977999999999998,13.848,11.893,1.2563202158729478,4.232,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.8814405369573,2.54647908947033,1.0,1.0,2.0
151246-5,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.815,2.57,18.615,16.044999999999998,10.213,5.170794488713929,15.524,0.63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,40.9633078141294,2.77797718851308,1.0,1.0,2.0
151246-7,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6940000000000001,3.2910000000000004,14.896,11.605,9.959,0.8270782855447569,3.178,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,60.6890404220358,4.52553620791737,1.0,2.0,2.0
151246-8,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.691,3.745,12.050999999999998,8.305999999999997,7.615,5.8883440566102,26.041,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,49.1121620641304,3.3422538049298,1.0,2.0,2.0
177091-18,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.703,3.634,11.855,8.221,9.066,2.480093760516545,11.816,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,62.573531884271496,4.785475159633863,1.0,2.0,2.0
177091-19,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.758,3.0380000000000003,14.382,11.344,13.21,0.6455370515569632,2.57,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.217216198185504,2.45966730232929,1.0,1.0,2.0
177091-26,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.688,3.129,13.464,10.335,11.071,1.8098766900716297,7.6560000000000015,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.5729721508376,3.92885345232565,1.0,2.0,2.0
177091-27,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6970000000000001,3.557,14.192,10.635,9.445,1.980412448215952,7.944,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.3670425099259,2.01473598480492,1.0,1.0,2.0
177091-31,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5920000000000001,2.92,12.521,9.601,9.562,3.446271894797976,15.389,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.6061900635664,2.06531298244832,1.0,1.0,2.0
189111-31,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.726,4.662,14.642,9.98,11.325,2.382502538468757,9.242,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.146039243354,1.8143663512476105,1.0,1.0,2.0
189111-32,Tipuana tipu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.735,3.134,15.253,12.119,10.886,2.097809245591664,7.831,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9990592325698,2.16688360633956,1.0,1.0,2.0
